Node,Original Degree Centrality,Perturbed Degree Centrality,Percent Change Degree Centrality,Original Betweenness Centrality,Perturbed Betweenness Centrality,Percent Change Betweenness Centrality,Original Closeness Centrality,Perturbed Closeness Centrality,Percent Change Closeness Centrality,Original Eigenvector Centrality,Perturbed Eigenvector Centrality,Percent Change Eigenvector Centrality
FABP1,0.05128205128205128,0.05263157894736842,2.631578947368419,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
FABP3,0.05128205128205128,0.02631578947368421,-48.68421052631579,0.0,0.0,,0.05128205128205128,0.02631578947368421,-48.68421052631579,4.727864368183692e-16,2.863543270359778e-14,5956.737349806563
FABP5,0.10256410256410256,0.07894736842105263,-23.026315789473685,0.0019118308591992799,0.0007112375533428165,-62.798092209856904,0.05128205128205128,0.02631578947368421,-48.68421052631579,4.727864368183692e-16,2.863543270359778e-14,5956.737349806563
FABP7,0.02564102564102564,0.0,-100.0,0.0,0.0,,0.02564102564102564,0.0,-100.0,2.3656219140304345e-16,4.3125651662044926e-17,-81.7698460577035
HSPA1A,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
SLCO2B1,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
SLC22A5,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
GNAI1,0.1282051282051282,0.13157894736842105,2.6315789473684243,0.0,0.0,,0.17582417582417584,0.16759002770083103,-4.6831717451523565,0.01110027367384064,0.010268239654222787,-7.495617171841975
GNAI2,0.10256410256410256,0.10526315789473684,2.631578947368419,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
GNAI3,0.10256410256410256,0.10526315789473684,2.631578947368419,0.0,0.0,,0.13495276653171387,0.12538699690402477,-7.088235294117623,5.546036770631493e-05,4.6390535401173586e-05,-16.353718304158697
ARRB1,0.10256410256410256,0.10526315789473684,2.631578947368419,0.005285650022492127,0.005334281650071124,0.9200690051754062,0.1282051282051282,0.11842105263157894,-7.631578947368419,5.546036762363641e-05,4.639052590852759e-05,-16.35373529555073
GRK2,0.05128205128205128,0.05263157894736842,2.631578947368419,0.0,0.0,,0.0,0.0,,3.3794598771863357e-19,4.3125651662044926e-17,12661.107759607548
AKT1,0.1282051282051282,0.13157894736842105,2.6315789473684243,0.0,0.0,,0.23852116875372686,0.2375,-0.4281249999999926,0.00552288674130258,0.005111971433704673,-7.440226947348058
